1,スターマイン,3,2,C,0.4,
2.5,スターマイン,3,1,C,0.4,
4,スターマイン,3,3,C,0.4,
4.5,スターマイン,2,3,C,0.4,
4.5,スターマイン,4,3,C,0.4,
5.5,スターマイン,2,1,C,0.4,
6,スターマイン,1,1,C,0.4,
6,スターマイン,3,1,C,0.4,
7,スターマイン,4,2,C,0.4,
7.5,スターマイン,3,2,C,0.4,
7.5,スターマイン,5,2,C,0.4,
8.2,スターマイン,1,2,C,0.4,
8.4,スターマイン,2,2,C,0.4,
8.6,スターマイン,3,1,C,0.4,
8.8,スターマイン,4,1,C,0.4,
9,スターマイン,5,3,C,0.4,
10,スターマイン,3,2,C,0.4,
11,スターマイン,3,2,C,0.4,
12,スターマイン,3,1,C,0.4,立ち上がりここまで
12.5,菊,2,3,R,0.4,１ｓｔラッシュ
12.5,菊,4,3,L,0.4,
13,牡丹,3,3,C,0.4,
13.6,スターマイン,1,1,C,0.4,
13.6,スターマイン,5,1,C,0.4,
14,菊,2,2,C,0.4,
14,牡丹,4,1,C,0.4,
14.5,菊,3,1,L,0.4,
14.5,菊,1,2,R,0.4,
15,牡丹,2,3,C,0.6,
15,牡丹,4,2,C,0.6,
15.3,スターマイン,1,3,C,0.4,
15.3,スターマイン,5,1,C,0.4,
15.6,菊,2,1,R,0.4,
15.6,菊,4,1,L,0.4,
16.5,菊,1,2,R,0.4,
17.5,菊,3,3,C,0.4,
17.5,菊,5,3,C,0.4,
18,牡丹,2,3,C,0.4,
18,牡丹,4,3,C,0.4,
19,スターマイン,3,1,C,0.5,
19.4,スターマイン,5,3,L,0.5,
20,牡丹,3,3,C,0.5,
21,菊,2,1,C,0.4,
21,菊,4,1,C,0.4,
21.5,牡丹,3,3,C,0.7,1ｓｔラッシュここまで
23,菊,3,1,C,0.4,ここから繋ぎ
23.5,スターマイン,4,1,C,0.4,
24.5,菊,3,1,C,0.4,
25,スターマイン,2,3,C,0.4,
26.5,菊,3,2,C,0.4,
27,スターマイン,1,2,R,0.4,
27,スターマイン,5,2,L,0.4,
28,牡丹,1,1,C,0.4,
28.5,菊,2,2,C,0.4,
29,牡丹,3,1,C,0.4,
31,菊,5,1,C,0.4,
31.5,牡丹,4,2,C,0.4,
32,菊,3,1,C,0.4,
33.5,牡丹,3,3,C,0.4,
34.5,スターマイン,2,1,R,0.4,
34.5,スターマイン,4,1,L,0.4,
35,菊,3,3,C,0.4,
36,牡丹,3,1,C,0.4,
38,菊,3,1,C,0.4,
40,牡丹,3,1,C,0.4,
43,牡丹,3,2,C,0.4,
44,スターマイン,2,1,C,0.4,
44,スターマイン,4,1,C,0.4,ここまで繋ぎ
46,形花火,3,1,C,0.8,ここから2nｄラッシュ
46.5,芯入り菊,1,3,R,0.6,
46.5,芯入り菊,5,3,L,0.6,
47,土星,3,1,C,0.5,
47,スターマイン,2,1,R,0.4,
47,スターマイン,4,1,L,0.4,
47.5,芯入り菊,1,1,C,0.4,
48,スターマイン,2,3,C,0.4,
48,スターマイン,4,3,C,0.4,
49,土星,3,3,C,0.4,
50,菊,5,2,C,0.4,
50.5,牡丹,4,1,C,0.4,
51,芯入り菊,3,1,C,0.6,
51.5,菊,1,1,C,0.4,
52,芯入り菊,3,3,C,0.6,
52.5,牡丹,2,1,C,0.4,
53,スターマイン,1,1,C,0.4,
53,スターマイン,5,1,C,0.4,
54,菊,2,1,C,0.4,
54,菊,4,1,C,0.4,
54.5,芯入り菊,3,1,C,0.4,
55,牡丹,2,1,C,0.4,
55.5,土星,4,2,C,0.5,
56.5,形花火,2,2,C,0.7,
57,形花火,4,2,C,0.7,
57.5,土星,1,1,R,0.5,
58,芯入り菊,2,2,C,0.4,
58.5,スターマイン,5,3,L,0.4,
59,スターマイン,1,1,R,0.4,
60,土星,3,3,C,0.4,
60.5,牡丹,2,3,R,0.4,
60.5,牡丹,5,3,L,0.4,
61,芯入り菊,4,2,C,0.4,
61.5,菊,1,2,C,0.4,
62,菊,2,1,R,0.4,
62.5,土星,3,1,C,0.4,
63.5,土星,5,3,C,0.4,
64,形花火,2,2,R,0.7,
66,形花火,4,2,L,0.7,ここまで2ndラッシュ
67,花雷,3,1,C,0.5,ここから3ｒｄラッシュ
67.5,スターマイン,2,1,R,0.4,
67.5,スターマイン,4,2,L,0.4,
68,土星,1,2,R,0.4,
68,土星,5,3,L,0.4,
68.5,小割,3,3,C,0.6,
69,菊,4,3,L,0.4,
69.5,菊,2,3,R,0.4,
70,スターマイン,2,2,R,0.4,
70,スターマイン,4,2,L,0.4,
70.3,小割,4,1,C,0.4,
70.8,菊,1,2,L,0.4,
70.8,菊,5,2,R,0.4,
71.5,花雷,2,2,C,0.5,
71.5,花雷,4,1,C,0.5,
72,小割,3,2,C,0.4,
72.5,土星,1,1,R,0.4,
72.5,土星,5,1,L,0.4,
73,形花火,3,3,C,0.7,
73.5,スターマイン,3,2,R,0.4,
73.5,スターマイン,3,3,L,0.4,
73.7,土星,2,2,R,0.4,
74,菊,5,3,L,0.4,
74.5,花雷,3,1,R,0.4,
74.5,花雷,3,2,L,0.4,
75.2,スターマイン,3,1,R,0.4,
75.2,スターマイン,3,1,L,0.4,
75.7,小割,1,3,R,0.4,
75.7,小割,5,2,L,0.4,
76.2,菊,2,1,R,0.4,
76.7,形花火,4,3,L,0.7,
77.2,スターマイン,3,2,C,0.4,
78,土星,1,1,L,0.4,
78.5,花雷,5,3,C,0.4,
78.5,形花火,3,3,C,0.7,
79,小割,2,1,R,0.5,ここまで3ｒｄラッシュ
82,土星,3,3,C,0.4,ここからラスト
85,小割,3,2,C,0.4,
85.4,スターマイン,3,1,R,0.4,
85.4,スターマイン,3,1,L,0.4,
86,牡丹,1,1,R,0.5,
87,芯入り菊,2,1,R,0.5,
87,芯入り菊,5,1,C,0.5,
88,土星,2,2,L,0.5,
88,土星,4,2,R,0.5,
88.4,スターマイン,5,3,L,0.5,
88.7,花雷,3,1,R,0.6,
88.7,花雷,4,3,L,0.6,
89,形花火,2,2,C,0.8,
89,形花火,4,2,C,0.8,
90,小割,3,3,C,1,終わり
